id,Location,AQI,Grade,Pollutant,Airquality,Year_Month,Day
1264,丰台花园,115,III1,可吸入颗粒物,轻微污染,2012-2,29
1265,通州新城,115,III1,可吸入颗粒物,轻微污染,2012-2,29
1266,怀柔镇,108,III1,可吸入颗粒物,轻微污染,2012-2,29
1267,东城东四,148,III1,可吸入颗粒物,轻微污染,2012-3,1
1268,西城万寿西宫,136,III1,可吸入颗粒物,轻微污染,2012-3,1
1269,朝阳奥体中心,142,III1,可吸入颗粒物,轻微污染,2012-3,1
1270,海淀北京植物园,125,III1,可吸入颗粒物,轻微污染,2012-3,1
1271,丰台花园,142,III1,可吸入颗粒物,轻微污染,2012-3,1
1272,通州新城,158,III2,可吸入颗粒物,轻度污染,2012-3,1
1273,怀柔镇,119,III1,可吸入颗粒物,轻微污染,2012-3,1
1274,东城东四,117,III1,可吸入颗粒物,轻微污染,2012-3,2
1275,西城万寿西宫,112,III1,可吸入颗粒物,轻微污染,2012-3,2
1276,朝阳奥体中心,106,III1,可吸入颗粒物,轻微污染,2012-3,2
1277,海淀北京植物园,90,II,可吸入颗粒物,良,2012-3,2
1278,丰台花园,110,III1,可吸入颗粒物,轻微污染,2012-3,2
1279,通州新城,106,III1,可吸入颗粒物,轻微污染,2012-3,2
1280,怀柔镇,98,II,可吸入颗粒物,良,2012-3,2
1281,东城东四,72,II,可吸入颗粒物,良,2012-3,3
1282,西城万寿西宫,65,II,可吸入颗粒物,良,2012-3,3
1283,朝阳奥体中心,63,II,可吸入颗粒物,良,2012-3,3
1284,海淀北京植物园,60,II,可吸入颗粒物,良,2012-3,3
1285,丰台花园,54,II,可吸入颗粒物,良,2012-3,3
1286,通州新城,67,II,可吸入颗粒物,良,2012-3,3
1287,怀柔镇,70,II,可吸入颗粒物,良,2012-3,3
1288,东城东四,91,II,可吸入颗粒物,良,2012-3,4
1289,西城万寿西宫,86,II,可吸入颗粒物,良,2012-3,4
1290,朝阳奥体中心,95,II,可吸入颗粒物,良,2012-3,4
1291,海淀北京植物园,81,II,可吸入颗粒物,良,2012-3,4
1292,丰台花园,83,II,可吸入颗粒物,良,2012-3,4
1293,通州新城,87,II,可吸入颗粒物,良,2012-3,4
1294,怀柔镇,77,II,可吸入颗粒物,良,2012-3,4
1295,东城东四,106,III1,可吸入颗粒物,轻微污染,2012-3,5
1296,西城万寿西宫,93,II,可吸入颗粒物,良,2012-3,5
1297,朝阳奥体中心,105,III1,可吸入颗粒物,轻微污染,2012-3,5
1298,海淀北京植物园,76,II,可吸入颗粒物,良,2012-3,5
1299,丰台花园,100,II,可吸入颗粒物,良,2012-3,5
1300,通州新城,109,III1,可吸入颗粒物,轻微污染,2012-3,5
1301,怀柔镇,79,II,可吸入颗粒物,良,2012-3,5
1302,东城东四,71,II,可吸入颗粒物,良,2012-3,6
1303,西城万寿西宫,61,II,可吸入颗粒物,良,2012-3,6
1304,朝阳奥体中心,65,II,可吸入颗粒物,良,2012-3,6
1305,海淀北京植物园,57,II,可吸入颗粒物,良,2012-3,6
1306,丰台花园,56,II,可吸入颗粒物,良,2012-3,6
1307,通州新城,78,II,可吸入颗粒物,良,2012-3,6
1308,怀柔镇,42,I,-,优,2012-3,6
1309,东城东四,43,I,-,优,2012-3,7
1310,西城万寿西宫,37,I,-,优,2012-3,7
1311,朝阳奥体中心,30,I,-,优,2012-3,7
1312,海淀北京植物园,26,I,-,优,2012-3,7
1313,丰台花园,51,II,可吸入颗粒物,良,2012-3,7
1314,通州新城,48,I,-,优,2012-3,7
1315,怀柔镇,23,I,-,优,2012-3,7
1316,东城东四,42,I,-,优,2012-3,8
1317,西城万寿西宫,30,I,-,优,2012-3,8
1318,朝阳奥体中心,28,I,-,优,2012-3,8
1319,海淀北京植物园,31,I,-,优,2012-3,8
1320,丰台花园,22,I,-,优,2012-3,8
1321,通州新城,32,I,-,优,2012-3,8
1322,怀柔镇,12,I,-,优,2012-3,8
1323,东城东四,67,II,可吸入颗粒物,良,2012-3,9
1324,西城万寿西宫,63,II,可吸入颗粒物,良,2012-3,9
1325,朝阳奥体中心,73,II,可吸入颗粒物,良,2012-3,9
1326,海淀北京植物园,57,II,可吸入颗粒物,良,2012-3,9
1327,丰台花园,77,II,可吸入颗粒物,良,2012-3,9
1328,通州新城,77,II,可吸入颗粒物,良,2012-3,9
1329,怀柔镇,46,I,-,优,2012-3,9
1330,东城东四,76,II,可吸入颗粒物,良,2012-3,10
1331,西城万寿西宫,74,II,可吸入颗粒物,良,2012-3,10
1332,朝阳奥体中心,74,II,可吸入颗粒物,良,2012-3,10
1333,海淀北京植物园,73,II,可吸入颗粒物,良,2012-3,10
1334,丰台花园,65,II,可吸入颗粒物,良,2012-3,10
1335,通州新城,78,II,可吸入颗粒物,良,2012-3,10
1336,怀柔镇,77,II,可吸入颗粒物,良,2012-3,10
1337,东城东四,52,II,可吸入颗粒物,良,2012-3,11
1338,西城万寿西宫,29,I,-,优,2012-3,11
1339,朝阳奥体中心,33,I,-,优,2012-3,11
1340,海淀北京植物园,27,I,-,优,2012-3,11
1341,丰台花园,27,I,-,优,2012-3,11
1342,通州新城,49,I,-,优,2012-3,11
1343,怀柔镇,16,I,-,优,2012-3,11
1344,东城东四,71,II,可吸入颗粒物,良,2012-3,12
1345,西城万寿西宫,66,II,可吸入颗粒物,良,2012-3,12
1346,朝阳奥体中心,62,II,可吸入颗粒物,良,2012-3,12
1347,海淀北京植物园,38,I,-,优,2012-3,12
1348,丰台花园,67,II,可吸入颗粒物,良,2012-3,12
1349,通州新城,87,II,可吸入颗粒物,良,2012-3,12
1350,怀柔镇,32,I,-,优,2012-3,12
1351,东城东四,113,III1,可吸入颗粒物,轻微污染,2012-3,13
1352,西城万寿西宫,105,III1,可吸入颗粒物,轻微污染,2012-3,13
1353,朝阳奥体中心,106,III1,可吸入颗粒物,轻微污染,2012-3,13
1354,海淀北京植物园,82,II,可吸入颗粒物,良,2012-3,13
1355,丰台花园,111,III1,可吸入颗粒物,轻微污染,2012-3,13
1356,通州新城,135,III1,可吸入颗粒物,轻微污染,2012-3,13
1357,怀柔镇,83,II,可吸入颗粒物,良,2012-3,13
1358,东城东四,61,II,可吸入颗粒物,良,2012-3,14
1359,西城万寿西宫,56,II,可吸入颗粒物,良,2012-3,14
1360,朝阳奥体中心,59,II,可吸入颗粒物,良,2012-3,14
1361,海淀北京植物园,52,II,可吸入颗粒物,良,2012-3,14
1362,丰台花园,51,II,可吸入颗粒物,良,2012-3,14
1363,通州新城,66,II,可吸入颗粒物,良,2012-3,14
1364,怀柔镇,44,I,-,优,2012-3,14
1365,东城东四,65,II,可吸入颗粒物,良,2012-3,15
1366,西城万寿西宫,57,II,可吸入颗粒物,良,2012-3,15
1367,朝阳奥体中心,65,II,可吸入颗粒物,良,2012-3,15
1368,海淀北京植物园,59,II,可吸入颗粒物,良,2012-3,15
1369,丰台花园,59,II,可吸入颗粒物,良,2012-3,15
1370,通州新城,71,II,可吸入颗粒物,良,2012-3,15
1371,怀柔镇,64,II,可吸入颗粒物,良,2012-3,15
1372,东城东四,115,III1,可吸入颗粒物,轻微污染,2012-3,16
1373,西城万寿西宫,108,III1,可吸入颗粒物,轻微污染,2012-3,16
1374,朝阳奥体中心,112,III1,可吸入颗粒物,轻微污染,2012-3,16
1375,海淀北京植物园,101,III1,可吸入颗粒物,轻微污染,2012-3,16
1376,丰台花园,113,III1,可吸入颗粒物,轻微污染,2012-3,16
1377,通州新城,119,III1,可吸入颗粒物,轻微污染,2012-3,16
1378,怀柔镇,92,II,可吸入颗粒物,良,2012-3,16
1379,东城东四,138,III1,可吸入颗粒物,轻微污染,2012-3,17
1380,西城万寿西宫,133,III1,可吸入颗粒物,轻微污染,2012-3,17
1381,朝阳奥体中心,145,III1,可吸入颗粒物,轻微污染,2012-3,17
1382,海淀北京植物园,158,III2,可吸入颗粒物,轻度污染,2012-3,17
1383,丰台花园,130,III1,可吸入颗粒物,轻微污染,2012-3,17
1384,通州新城,111,III1,可吸入颗粒物,轻微污染,2012-3,17
1385,怀柔镇,135,III1,可吸入颗粒物,轻微污染,2012-3,17
1386,东城东四,65,II,可吸入颗粒物,良,2012-3,18
1387,西城万寿西宫,64,II,可吸入颗粒物,良,2012-3,18
1388,朝阳奥体中心,62,II,可吸入颗粒物,良,2012-3,18
1389,海淀北京植物园,-,-,-,-,2012-3,18
1390,丰台花园,51,II,可吸入颗粒物,良,2012-3,18
1391,通州新城,67,II,可吸入颗粒物,良,2012-3,18
1392,怀柔镇,42,I,-,优,2012-3,18
1393,东城东四,63,II,可吸入颗粒物,良,2012-3,19
1394,西城万寿西宫,66,II,可吸入颗粒物,良,2012-3,19
1395,朝阳奥体中心,58,II,可吸入颗粒物,良,2012-3,19
1396,海淀北京植物园,31,I,-,优,2012-3,19
1397,丰台花园,59,II,可吸入颗粒物,良,2012-3,19
1398,通州新城,69,II,可吸入颗粒物,良,2012-3,19
1399,怀柔镇,16,I,-,优,2012-3,19
1400,东城东四,86,II,可吸入颗粒物,良,2012-3,20
1401,西城万寿西宫,79,II,可吸入颗粒物,良,2012-3,20
1402,朝阳奥体中心,89,II,可吸入颗粒物,良,2012-3,20
1403,海淀北京植物园,69,II,可吸入颗粒物,良,2012-3,20
1404,丰台花园,75,II,可吸入颗粒物,良,2012-3,20
1405,通州新城,82,II,可吸入颗粒物,良,2012-3,20
1406,怀柔镇,72,II,可吸入颗粒物,良,2012-3,20
1407,东城东四,107,III1,可吸入颗粒物,轻微污染,2012-3,21
1408,西城万寿西宫,108,III1,可吸入颗粒物,轻微污染,2012-3,21
1409,朝阳奥体中心,105,III1,可吸入颗粒物,轻微污染,2012-3,21
1410,海淀北京植物园,86,II,可吸入颗粒物,良,2012-3,21
1411,丰台花园,99,II,可吸入颗粒物,良,2012-3,21
1412,通州新城,109,III1,可吸入颗粒物,轻微污染,2012-3,21
1413,怀柔镇,104,III1,可吸入颗粒物,轻微污染,2012-3,21
1414,东城东四,148,III1,可吸入颗粒物,轻微污染,2012-3,22
1415,西城万寿西宫,120,III1,可吸入颗粒物,轻微污染,2012-3,22
1416,朝阳奥体中心,165,III2,可吸入颗粒物,轻度污染,2012-3,22
1417,海淀北京植物园,134,III1,可吸入颗粒物,轻微污染,2012-3,22
1418,丰台花园,111,III1,可吸入颗粒物,轻微污染,2012-3,22
1419,通州新城,141,III1,可吸入颗粒物,轻微污染,2012-3,22
1420,怀柔镇,138,III1,可吸入颗粒物,轻微污染,2012-3,22
1421,东城东四,59,II,可吸入颗粒物,良,2012-3,23
1422,西城万寿西宫,53,II,可吸入颗粒物,良,2012-3,23
1423,朝阳奥体中心,51,II,可吸入颗粒物,良,2012-3,23
1424,海淀北京植物园,45,I,-,优,2012-3,23
1425,丰台花园,64,II,可吸入颗粒物,良,2012-3,23
1426,通州新城,58,II,可吸入颗粒物,良,2012-3,23
1427,怀柔镇,56,II,可吸入颗粒物,良,2012-3,23
1428,东城东四,65,II,可吸入颗粒物,良,2012-3,24
1429,西城万寿西宫,53,II,可吸入颗粒物,良,2012-3,24
1430,朝阳奥体中心,53,II,可吸入颗粒物,良,2012-3,24
1431,海淀北京植物园,47,I,-,优,2012-3,24
1432,丰台花园,80,II,可吸入颗粒物,良,2012-3,24
1433,通州新城,61,II,可吸入颗粒物,良,2012-3,24
1434,怀柔镇,35,I,-,优,2012-3,24
1435,东城东四,33,I,-,优,2012-3,25
1436,西城万寿西宫,28,I,-,优,2012-3,25
1437,朝阳奥体中心,28,I,-,优,2012-3,25
1438,海淀北京植物园,24,I,-,优,2012-3,25
1439,丰台花园,53,II,可吸入颗粒物,良,2012-3,25
1440,通州新城,52,II,可吸入颗粒物,良,2012-3,25
1441,怀柔镇,16,I,-,优,2012-3,25
1442,东城东四,99,II,可吸入颗粒物,良,2012-3,26
1443,西城万寿西宫,90,II,可吸入颗粒物,良,2012-3,26
1444,朝阳奥体中心,97,II,可吸入颗粒物,良,2012-3,26
1445,海淀北京植物园,72,II,可吸入颗粒物,良,2012-3,26
1446,丰台花园,95,II,可吸入颗粒物,良,2012-3,26
1447,通州新城,100,II,可吸入颗粒物,良,2012-3,26
1448,怀柔镇,62,II,可吸入颗粒物,良,2012-3,26
1449,东城东四,122,III1,可吸入颗粒物,轻微污染,2012-3,27
1450,西城万寿西宫,110,III1,可吸入颗粒物,轻微污染,2012-3,27
1451,朝阳奥体中心,125,III1,可吸入颗粒物,轻微污染,2012-3,27
1452,海淀北京植物园,94,II,可吸入颗粒物,良,2012-3,27
1453,丰台花园,127,III1,可吸入颗粒物,轻微污染,2012-3,27
1454,通州新城,156,III2,可吸入颗粒物,轻度污染,2012-3,27
1455,怀柔镇,82,II,可吸入颗粒物,良,2012-3,27
1456,东城东四,71,II,可吸入颗粒物,良,2012-3,28
1457,西城万寿西宫,67,II,可吸入颗粒物,良,2012-3,28
1458,朝阳奥体中心,72,II,可吸入颗粒物,良,2012-3,28
1459,海淀北京植物园,29,I,-,优,2012-3,28
1460,丰台花园,74,II,可吸入颗粒物,良,2012-3,28
1461,通州新城,92,II,可吸入颗粒物,良,2012-3,28
1462,怀柔镇,51,II,可吸入颗粒物,良,2012-3,28
1463,东城东四,90,II,可吸入颗粒物,良,2012-3,29
1464,西城万寿西宫,82,II,可吸入颗粒物,良,2012-3,29
1465,朝阳奥体中心,90,II,可吸入颗粒物,良,2012-3,29
1466,海淀北京植物园,-,-,-,-,2012-3,29
1467,丰台花园,86,II,可吸入颗粒物,良,2012-3,29
1468,通州新城,98,II,可吸入颗粒物,良,2012-3,29
1469,怀柔镇,78,II,可吸入颗粒物,良,2012-3,29
1470,东城东四,86,II,可吸入颗粒物,良,2012-3,30
1471,西城万寿西宫,78,II,可吸入颗粒物,良,2012-3,30
1472,朝阳奥体中心,70,II,可吸入颗粒物,良,2012-3,30
1473,海淀北京植物园,54,II,可吸入颗粒物,良,2012-3,30
1474,丰台花园,81,II,可吸入颗粒物,良,2012-3,30
1475,通州新城,88,II,可吸入颗粒物,良,2012-3,30
1476,怀柔镇,49,I,-,优,2012-3,30
1477,东城东四,200,III2,可吸入颗粒物,轻度污染,2012-3,31
1478,西城万寿西宫,146,III1,可吸入颗粒物,轻微污染,2012-3,31
1479,朝阳奥体中心,156,III2,可吸入颗粒物,轻度污染,2012-3,31
1480,海淀北京植物园,-,-,-,-,2012-3,31
1481,丰台花园,140,III1,可吸入颗粒物,轻微污染,2012-3,31
1482,通州新城,197,III2,可吸入颗粒物,轻度污染,2012-3,31
1483,怀柔镇,106,III1,可吸入颗粒物,轻微污染,2012-3,31
1484,东城东四,81,II,可吸入颗粒物,良,2012-4,1
1485,西城万寿西宫,74,II,可吸入颗粒物,良,2012-4,1
1486,朝阳奥体中心,87,II,可吸入颗粒物,良,2012-4,1
1487,海淀北京植物园,55,II,可吸入颗粒物,良,2012-4,1
1488,丰台花园,74,II,可吸入颗粒物,良,2012-4,1
1489,通州新城,84,II,可吸入颗粒物,良,2012-4,1
1490,怀柔镇,66,II,可吸入颗粒物,良,2012-4,1
1491,东城东四,107,III1,可吸入颗粒物,轻微污染,2012-4,2
1492,西城万寿西宫,90,II,可吸入颗粒物,良,2012-4,2
1493,朝阳奥体中心,99,II,可吸入颗粒物,良,2012-4,2
1494,海淀北京植物园,-,-,-,-,2012-4,2
1495,丰台花园,90,II,可吸入颗粒物,良,2012-4,2
1496,通州新城,100,II,可吸入颗粒物,良,2012-4,2
1497,怀柔镇,111,III1,可吸入颗粒物,轻微污染,2012-4,2
1498,东城东四,85,II,可吸入颗粒物,良,2012-4,3
1499,西城万寿西宫,70,II,可吸入颗粒物,良,2012-4,3
1500,朝阳奥体中心,74,II,可吸入颗粒物,良,2012-4,3
1501,海淀北京植物园,-,-,-,-,2012-4,3
1502,丰台花园,69,II,可吸入颗粒物,良,2012-4,3
1503,通州新城,80,II,可吸入颗粒物,良,2012-4,3
1504,怀柔镇,64,II,可吸入颗粒物,良,2012-4,3
1505,东城东四,76,II,可吸入颗粒物,良,2012-4,4
1506,西城万寿西宫,71,II,可吸入颗粒物,良,2012-4,4
1507,朝阳奥体中心,71,II,可吸入颗粒物,良,2012-4,4
1508,海淀北京植物园,-,-,-,-,2012-4,4
1509,丰台花园,80,II,可吸入颗粒物,良,2012-4,4
1510,通州新城,97,II,可吸入颗粒物,良,2012-4,4
1511,怀柔镇,64,II,可吸入颗粒物,良,2012-4,4
1512,东城东四,69,II,可吸入颗粒物,良,2012-4,5
1513,西城万寿西宫,64,II,可吸入颗粒物,良,2012-4,5
1514,朝阳奥体中心,60,II,可吸入颗粒物,良,2012-4,5
1515,海淀北京植物园,43,I,-,优,2012-4,5
1516,丰台花园,66,II,可吸入颗粒物,良,2012-4,5
1517,通州新城,61,II,可吸入颗粒物,良,2012-4,5
1518,怀柔镇,48,I,-,优,2012-4,5
1519,东城东四,76,II,可吸入颗粒物,良,2012-4,6
1520,西城万寿西宫,70,II,可吸入颗粒物,良,2012-4,6
1521,朝阳奥体中心,70,II,可吸入颗粒物,良,2012-4,6
1522,海淀北京植物园,64,II,可吸入颗粒物,良,2012-4,6
1523,丰台花园,78,II,可吸入颗粒物,良,2012-4,6
1524,通州新城,82,II,可吸入颗粒物,良,2012-4,6
1525,怀柔镇,59,II,可吸入颗粒物,良,2012-4,6
1526,东城东四,75,II,可吸入颗粒物,良,2012-4,7
1527,西城万寿西宫,68,II,可吸入颗粒物,良,2012-4,7
1528,朝阳奥体中心,72,II,可吸入颗粒物,良,2012-4,7
1529,海淀北京植物园,69,II,可吸入颗粒物,良,2012-4,7
1530,丰台花园,68,II,可吸入颗粒物,良,2012-4,7
1531,通州新城,83,II,可吸入颗粒物,良,2012-4,7
1532,怀柔镇,69,II,可吸入颗粒物,良,2012-4,7
1533,东城东四,133,III1,可吸入颗粒物,轻微污染,2012-4,8
1534,西城万寿西宫,114,III1,可吸入颗粒物,轻微污染,2012-4,8
1535,朝阳奥体中心,121,III1,可吸入颗粒物,轻微污染,2012-4,8
1536,海淀北京植物园,128,III1,可吸入颗粒物,轻微污染,2012-4,8
1537,丰台花园,116,III1,可吸入颗粒物,轻微污染,2012-4,8
1538,通州新城,136,III1,可吸入颗粒物,轻微污染,2012-4,8
1539,怀柔镇,97,II,可吸入颗粒物,良,2012-4,8
1540,东城东四,135,III1,可吸入颗粒物,轻微污染,2012-4,9
1541,西城万寿西宫,120,III1,可吸入颗粒物,轻微污染,2012-4,9
1542,朝阳奥体中心,117,III1,可吸入颗粒物,轻微污染,2012-4,9
1543,海淀北京植物园,106,III1,可吸入颗粒物,轻微污染,2012-4,9
1544,丰台花园,123,III1,可吸入颗粒物,轻微污染,2012-4,9
1545,通州新城,137,III1,可吸入颗粒物,轻微污染,2012-4,9
1546,怀柔镇,86,II,可吸入颗粒物,良,2012-4,9
1547,东城东四,128,III1,可吸入颗粒物,轻微污染,2012-4,10
1548,西城万寿西宫,120,III1,可吸入颗粒物,轻微污染,2012-4,10
1549,朝阳奥体中心,154,III2,可吸入颗粒物,轻度污染,2012-4,10
1550,海淀北京植物园,143,III1,可吸入颗粒物,轻微污染,2012-4,10
1551,丰台花园,123,III1,可吸入颗粒物,轻微污染,2012-4,10
1552,通州新城,146,III1,可吸入颗粒物,轻微污染,2012-4,10
1553,怀柔镇,164,III2,可吸入颗粒物,轻度污染,2012-4,10
1554,东城东四,48,I,-,优,2012-4,11
1555,西城万寿西宫,44,I,-,优,2012-4,11
1556,朝阳奥体中心,43,I,-,优,2012-4,11
1557,海淀北京植物园,34,I,-,优,2012-4,11
1558,丰台花园,40,I,-,优,2012-4,11
1559,通州新城,26,I,-,优,2012-4,11
1560,怀柔镇,39,I,-,优,2012-4,11
1561,东城东四,80,II,可吸入颗粒物,良,2012-4,12
1562,西城万寿西宫,80,II,可吸入颗粒物,良,2012-4,12
1563,朝阳奥体中心,86,II,可吸入颗粒物,良,2012-4,12
1564,海淀北京植物园,27,I,-,优,2012-4,12
1565,丰台花园,81,II,可吸入颗粒物,良,2012-4,12
1566,通州新城,91,II,可吸入颗粒物,良,2012-4,12
1567,怀柔镇,44,I,-,优,2012-4,12
1568,东城东四,91,II,可吸入颗粒物,良,2012-4,13
1569,西城万寿西宫,86,II,可吸入颗粒物,良,2012-4,13
1570,朝阳奥体中心,86,II,可吸入颗粒物,良,2012-4,13
1571,海淀北京植物园,60,II,可吸入颗粒物,良,2012-4,13
1572,丰台花园,100,II,可吸入颗粒物,良,2012-4,13
1573,通州新城,116,III1,可吸入颗粒物,轻微污染,2012-4,13
1574,怀柔镇,63,II,可吸入颗粒物,良,2012-4,13
1575,东城东四,103,III1,可吸入颗粒物,轻微污染,2012-4,14
1576,西城万寿西宫,99,II,可吸入颗粒物,良,2012-4,14
1577,朝阳奥体中心,131,III1,可吸入颗粒物,轻微污染,2012-4,14
1578,海淀北京植物园,88,II,可吸入颗粒物,良,2012-4,14
1579,丰台花园,94,II,可吸入颗粒物,良,2012-4,14
1580,通州新城,106,III1,可吸入颗粒物,轻微污染,2012-4,14
1581,怀柔镇,83,II,可吸入颗粒物,良,2012-4,14
1582,东城东四,112,III1,可吸入颗粒物,轻微污染,2012-4,15
1583,西城万寿西宫,108,III1,可吸入颗粒物,轻微污染,2012-4,15
1584,朝阳奥体中心,130,III1,可吸入颗粒物,轻微污染,2012-4,15
1585,海淀北京植物园,111,III1,可吸入颗粒物,轻微污染,2012-4,15
1586,丰台花园,107,III1,可吸入颗粒物,轻微污染,2012-4,15
1587,通州新城,115,III1,可吸入颗粒物,轻微污染,2012-4,15
1588,怀柔镇,96,II,可吸入颗粒物,良,2012-4,15
1589,东城东四,89,II,可吸入颗粒物,良,2012-4,16
1590,西城万寿西宫,81,II,可吸入颗粒物,良,2012-4,16
1591,朝阳奥体中心,87,II,可吸入颗粒物,良,2012-4,16
1592,海淀北京植物园,67,II,可吸入颗粒物,良,2012-4,16
1593,丰台花园,79,II,可吸入颗粒物,良,2012-4,16
1594,通州新城,115,III1,可吸入颗粒物,轻微污染,2012-4,16
1595,怀柔镇,96,II,可吸入颗粒物,良,2012-4,16
